frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
32,-0.0037960866,-0.41391292,0.26055893,0.12014354,-0.01091541,0.26705724,-0.0963269,0.27398676,0.052044995,0.082950115,0.24832883,-0.09859712400000001,0.122256346,-0.15044114,0.03154,-0.03210886,-0.5516193,-0.02524791,-0.26614347,0.5507857,0.32475203,-0.33948568,0.5385339,0.08945584,-0.13204449999999998,0.6951552,0.0046820277,0.14169218,0.6865954000000001,-0.10485828,0.34345323,0.5029346,-0.15175529999999998,0.5456340000000001,0.5561763000000001,-0.027590483,0.013048816999999999,0.74759746,-0.033627488,0.024558676,0.95536786,0.0011695467,0.06366411,0.8582889000000001,0.11225655,0.08376318,0.8995804000000001,0.07158189999999999,0.020988725,0.89748734,0.09028945,0.09471672,0.8854457,-0.027902864,-0.04529689,0.88358176,0.0143581405,-0.006688393652439117,0.2611578106880188,-0.023276064544916156
33,-0.0057462575,-0.41670513,0.28548107,0.11207049,-0.0003334314,0.29717657,-0.10118653,0.266869,0.045611627,0.08805621400000001,0.24049017,-0.09661281,0.12546554,-0.16387448,0.043677386,-0.008902272,-0.5866107,-0.010925346,-0.26928833,0.41875097,0.29693013,-0.32916296,0.48879144,0.060449094,-0.13471672,0.6783351,0.0028383434000000003,0.14015625,0.6701242,-0.10319354,0.33151620000000004,0.46986409999999995,-0.14566857,0.5440823,0.4969954000000001,-0.018089828999999998,0.012304563000000001,0.73072106,-0.031701892999999995,0.03622073,0.9326383,0.02217633,0.068630755,0.8209101000000001,0.120110855,0.09147860000000001,0.8649726000000001,0.084308475,0.02893294,0.86543703,0.10376723,0.100059286,0.86199903,-0.015361383999999999,-0.038371548,0.8653931999999999,0.028348751000000002,-0.006565157324075699,0.2536795735359192,-0.025500591844320297
34,-0.00924518,-0.43254966,0.31543332,0.117546484,-0.014056891,0.28802714,-0.099303335,0.26791698,0.05024106,0.08438623,0.24169303,-0.10370093,0.16929226,-0.15160385,0.04939723,0.038606293,-0.57675356,-0.016614504,-0.16922483,0.44007438,0.28815025,-0.31018224,0.47363279999999996,0.07949066,-0.13048217,0.67602324,0.013483868999999999,0.14230666,0.67008555,-0.10152343,0.32668135,0.46162890000000006,-0.14969073,0.4988674,0.49665567,0.027660547,0.016281623000000002,0.7289382,-0.025145711,0.047023892000000005,0.9277173000000001,0.039650314,0.08047022,0.80851144,0.12826574,0.102999404,0.85439456,0.09470196,0.04123561,0.8550118,0.11671527,0.10757072,0.85828376,-0.005523256999999999,-0.029316965,0.8617997,0.044164374000000006,-0.0074585527181625375,0.2548049986362457,-0.02672993391752243
35,-0.053431532999999996,-0.49586588,0.2810728,0.09193884599999999,-0.085195825,0.24366823,-0.08611332,0.25929272,0.06233283,0.074930415,0.23869815,-0.10808422,0.20394762,-0.14559777,0.02306036,0.09366931,-0.5701943,-0.05981363,-0.22052206,0.37771705,0.39448875,-0.29217350000000003,0.47808748,0.16863011,-0.15071674,0.65813446,0.011450751,0.0973572,0.65684944,-0.13855209999999998,0.30956832,0.47887883,-0.16094309,0.50189793,0.49895686,-0.00020153413,-0.01881802,0.7125836,-0.054585077,0.025368031,0.9115796,-0.002771084,0.075943016,0.7911991999999999,0.07180971,0.09047984,0.83650655,0.03470196,0.03706126,0.83868927,0.071544334,0.06829479,0.8423773999999999,-0.061005525,-0.048900887000000004,0.8487121999999999,0.020331487,-0.005591452121734619,0.2489954382181168,-0.022875692695379257
36,-0.07381747,-0.48340324,0.26830038,0.09021963,-0.08572282,0.23841274,-0.082201146,0.26004785,0.06577189,0.071888596,0.23975448,-0.110368446,0.20154296,-0.14292717,0.011784685,0.07222605,-0.55527776,-0.073895164,-0.25609577,0.43478042,0.45036188,-0.29209667,0.51957166,0.21249595,-0.13449554,0.6621788000000001,0.034905933,0.10166165,0.6631956,-0.12999389,0.32142459999999995,0.5124472,-0.20066103,0.5179655,0.5475236,-0.053429107999999996,-0.007510651,0.7151163,-0.03720757,0.032070164,0.9163,-0.0005861504,0.09362394,0.8057664999999999,0.08136001,0.103489235,0.84823173,0.03953261,0.052362673,0.8512361999999999,0.07943063,0.07518501,0.8442421999999998,-0.054693658,-0.037028,0.8524507,0.03306503,-0.005156274884939194,0.2499011754989624,-0.02229827642440796
37,-0.041333355,-0.46351576,0.29651700000000003,0.1178087,-0.06548958,0.24806517,-0.08184667,0.26150500000000004,0.067187026,0.0697289,0.23947045,-0.11320214,0.20245326,-0.14182229999999998,0.010610438,0.090216264,-0.56012374,-0.07672213,-0.23962173,0.49975920000000007,0.46995744,-0.28504422,0.5533578,0.22448018,-0.12437184,0.6722083000000001,0.03357356,0.10934749,0.6598018,-0.13313133,0.31820184,0.4907214,-0.19543742,0.50994647,0.5202289999999999,-0.041053265,0.0024250858,0.7173818000000001,-0.04012689,0.041872114,0.9181153000000001,-0.005577537,0.10247089,0.8092736999999999,0.08014204,0.113081954,0.8510844999999999,0.03774380000000001,0.06084822,0.85432035,0.076378874,0.08702604,0.84520626,-0.057618447,-0.02746895,0.8540327,0.027711205,-0.006058882921934128,0.25048774480819697,-0.023007556796073917
38,-0.04158437,-0.4595259,0.28712747,0.12066033,-0.060690932,0.25097620000000004,-0.0825565,0.26381946,0.06675202,0.07035706,0.23914886,-0.11380137,0.19428927,-0.14532208,0.014927922,0.07199457,-0.5639249,-0.0627132,-0.27792475,0.43597478,0.43506506,-0.29439679999999996,0.5246104,0.19524905,-0.12834322,0.67122996,0.02810268,0.10861803,0.6675194000000001,-0.13727229999999999,0.32006064,0.50419796,-0.20773193,0.5151041000000001,0.5295933,-0.05499409,-0.00028999335999999997,0.72209626,-0.044447402999999996,0.028277956,0.925578,-0.018331856,0.09834794,0.82530767,0.07165712,0.10508603,0.8657754999999999,0.026805587000000002,0.05345074,0.86733127,0.06659708,0.07762507,0.85311186,-0.06773658,-0.035915874,0.8584254000000001,0.019973911,-0.006099719554185867,0.2514841556549072,-0.02352467551827431
39,-0.047076423,-0.43028808,0.27714226,0.12843119,-0.04111663,0.25671378,-0.08421226,0.2702133,0.066051334,0.06986065,0.24598901,-0.11522152,0.19936723,-0.12994842,0.03265187,0.04298565,-0.5300913,-0.054565612,-0.19334307,0.47003009999999995,0.42499563,-0.293373,0.50932765,0.19636974,-0.1528317,0.6749295999999999,0.022889236,0.08137103,0.6884380999999999,-0.1563618,0.29173547,0.52995956,-0.24241632,0.4612186,0.5923729999999999,-0.076575756,-0.029782692000000003,0.7386168000000001,-0.057720654,-0.018640868,0.94904137,-0.04658226,0.06289594,0.86276335,0.049490064,0.064567626,0.8999877000000001,0.0008842796000000001,0.013764277,0.90021116,0.04216879,0.03644664,0.8765482,-0.09218692,-0.07660992,0.8791896999999999,-0.00078724325,-0.0071758031845092765,0.2581011652946472,-0.024585094302892685
40,-0.006491659,-0.44264263,0.24096473,0.16382897,-0.048820794,0.22177964,-0.07698404,0.26855284,0.07519469,0.061413705,0.25363508,-0.12140321,0.18574156,-0.13826258,-0.0048425575,0.021489027999999997,-0.53250355,-0.1144839,-0.064146295,0.41613296,0.45247029999999994,-0.21595421,0.47802442,0.2558632,-0.13086137,0.6729748000000001,0.07392223,0.09384628,0.7004312,-0.12240009,0.311498,0.54011494,-0.18965071,0.45930153,0.5741608,0.007880377,-0.01486039,0.74550533,-0.015742166000000002,-0.0011544235,0.9574645,0.009782681,0.08540353,0.8624818999999999,0.09190859,0.08401893,0.9037153,0.04613124,0.036352723999999996,0.90092885,0.09119056,0.049074713,0.888293,-0.046958915999999996,-0.057450954000000005,0.88424665,0.053490777,-0.007785167545080184,0.2610939741134644,-0.023104261606931686
41,-0.012591353999999999,-0.4467231,0.19019885,0.17151344,-0.062612794,0.20075397,-0.07309294,0.2641837,0.07774353,0.05995895,0.25396420000000003,-0.11998674,0.16025646,-0.1478455,-0.018820046,-0.0040871077,-0.5448474,-0.10853247,-0.1292325,0.40696833,0.43692082,-0.26758987,0.4872535,0.23958163,-0.16368598,0.6706119,0.056659087999999996,0.06128736,0.6988998000000001,-0.13759103,0.28882754,0.55225223,-0.20109946,0.44914392,0.5933778000000001,-0.016846233999999998,-0.05041837,0.7436148,-0.03446419,-0.05235769,0.95633614,-0.021052783,0.043807402,0.8734728999999999,0.063361645,0.037774704,0.91153824,0.015378366999999999,-0.0077585913,0.9081609,0.06229054,0.001078628,0.88769776,-0.07459824,-0.10100193,0.88238513,0.028980695,-0.006566993892192841,0.259073942899704,-0.021121606230735782
42,0.022440428,-0.46051052,0.17121,0.18604599,-0.06791437,0.17969215,-0.06722388,0.25553882,0.08314557,0.05427741,0.25935210000000003,-0.12175610000000002,0.1587027,-0.14577603,-0.061486583,0.028895217999999997,-0.54956734,-0.16995384,-0.04780649,0.572163,0.526633,-0.21669975,0.56540316,0.33817577,-0.13880309999999998,0.67795736,0.09866203,0.05887077,0.7007857,-0.114344776,0.27621907,0.56874156,-0.21939284,0.43855249999999996,0.61333,-0.041763704,-0.03790696,0.74185777,0.0006646826,-0.03692373,0.95020354,0.021178445,0.052667834000000004,0.8644603000000001,0.10957646,0.05045299599999999,0.90431064,0.06296222,0.0012598522,0.8989582,0.10578215,0.020822506,0.88396555,-0.031011261000000002,-0.08829333,0.8746605,0.06418593,-0.006473233923316003,0.25744545459747314,-0.019305266439914703
43,0.059133227999999996,-0.4834012,0.15451308,0.18013301,-0.07430209,0.1714852,-0.071990505,0.25348482,0.080248296,0.05990685,0.25797775,-0.117371425,0.15859415,-0.1478155,-0.04851246,0.033556145,-0.55360067,-0.15483937,-0.123867065,0.49459583,0.49373975,-0.26814790000000005,0.5369748000000001,0.29051343,-0.15857738,0.6733693000000001,0.07761121,0.061816387,0.6981076,-0.11140279,0.29575834,0.5742507,-0.18555301,0.45301312,0.6252538000000001,-0.0040125297,-0.046373292999999996,0.73865336,-0.008787337,-0.04078467,0.9472395,0.014471537,0.04238315,0.856527,0.103671685,0.043153897000000004,0.89708436,0.057843197,-0.007253185,0.8930968,0.09917267,0.015533149,0.87976754,-0.036777817000000004,-0.09636431,0.87329155,0.054687183,-0.00604182668030262,0.2557312846183777,-0.01856156438589096
44,0.042591304,-0.45845807,0.18516006,0.18681182,-0.05548957,0.20057882,-0.07725351,0.2558497,0.07641314,0.062337115,0.25333285,-0.11809068,0.18691304,-0.14058189,-0.013777343999999999,0.064563334,-0.552451,-0.11148801400000001,-0.16167562,0.484274,0.47780722,-0.28410175,0.5262361999999999,0.25936234,-0.15924539999999998,0.6725083000000001,0.059454437,0.06201625,0.6898746,-0.13048841,0.27903253,0.5452528,-0.22210373,0.45429430000000004,0.5914741,-0.055052172,-0.04475566,0.7355105,-0.026892832999999998,-0.040643364,0.9440281999999999,-0.010096441999999999,0.040982317000000004,0.85786235,0.085254125,0.042745117,0.8968041999999999,0.03798489,-0.009077024,0.89350796,0.07773838,0.018526103000000002,0.8757008,-0.056830272,-0.09622772,0.87061346,0.03106438,-0.007458198815584183,0.2545912861824036,-0.02083877101540565
45,0.04589632,-0.46434224,0.09172164,0.17435202,-0.06938573,0.1774213,-0.081425175,0.25369325,0.07346862,0.06971851,0.26682740000000005,-0.108496435,0.1300113,-0.14909227,-0.050685506,0.015281787,-0.5473126,-0.18857211,-0.12872252,0.46615264,0.45474026,-0.2897066,0.5095101,0.266673,-0.18714319,0.67661834,0.072147086,0.03260142,0.71407056,-0.12042068,0.24271843,0.57876146,-0.23484770000000002,0.3949351,0.6092181999999999,-0.04811012,-0.07643789999999999,0.75137377,-0.013583817,-0.083155215,0.9626972,0.0037040398,-0.008438051,0.8794371,0.10781917,-0.003531687,0.9190511999999998,0.060534455,-0.05942886,0.91271996,0.09418090400000001,-0.015184093000000001,0.89716476,-0.037226968,-0.13973494,0.88565046,0.03768649,-0.005853332579135896,0.2602603435516357,-0.017513908445835114
46,0.07946386,-0.47003835,0.06860071400000001,0.14845498,-0.06898029,0.16928870000000001,-0.08426955,0.25965706,0.07071205,0.07359293,0.2819761,-0.10134948,0.06985638,-0.13565993,-0.124983944,-0.0902322,-0.4888388,-0.3111301,-0.19055428,0.3857173,0.35662547,-0.339499,0.47228852,0.17944235,-0.21454898,0.6903834,0.07351582,0.02129811,0.75064605,-0.09513302,0.22088885,0.6128663000000001,-0.21746811,0.35320409999999997,0.6246577,-0.018505141,-0.095129564,0.77859825,0.0070883413,-0.10789662,0.99210167,0.02978917,-0.04156199,0.9070513000000001,0.14009370000000002,-0.033264413,0.9481421999999998,0.09374821,-0.09234384400000001,0.9395393,0.121381484,-0.033170592,0.92835367,-0.00614167,-0.16683076,0.911546,0.055805575,-0.005338311195373535,0.2708165645599365,-0.01531871408224106
47,0.11811405400000001,-0.44011626,0.14303437,0.11926626,-0.03502474,0.23457150000000002,-0.10072294,0.25590417,0.050525397,0.08855385,0.26925027,-0.08399734,0.08675622,-0.14642148,-0.07499616,-0.039231326000000004,-0.52970994,-0.21807805,-0.21982905,0.54077303,0.3310853,-0.36722592,0.5111992999999999,0.14048533,-0.21309526,0.6849841999999999,0.011429393000000001,0.043452132000000004,0.7293208000000001,-0.10457592,0.26035035,0.5979614000000001,-0.19676515,0.39719972,0.65258753,-0.013604618999999998,-0.08538630000000001,0.7608578,-0.029758621000000002,-0.09823927,0.9704763000000001,-0.0039572515999999995,-0.053880855,0.8814103999999999,0.11256691,-0.03664649,0.9232978999999999,0.070576794,-0.09951763,0.91544557,0.087251835,-0.020682108,0.90689933,-0.027632937000000003,-0.16127303,0.89203405,0.009514675,-0.006084542721509934,0.26257723569869995,-0.016735970973968506
48,0.024035087000000004,-0.49521935,0.10865839999999999,0.05738962,-0.09063333,0.19054641,-0.108764455,0.25196599999999997,0.03621331,0.09693943,0.26789486,-0.06862027,0.13811736,-0.13729744,0.0064255553,0.032640688,-0.51457953,-0.15070884,-0.29452990000000007,0.5662291,0.25684887,-0.37581748,0.4666903,0.057667904000000006,-0.21271168,0.66465306,0.0020518834,0.05503936,0.72894645,-0.050484947999999995,0.2943191,0.6273963,-0.11826396,0.43738872,0.70608324,0.04828501,-0.08439572,0.74797285,-0.0016569018,-0.109159924,0.95137626,0.032806999999999996,-0.07809612,0.8605629000000001,0.15199228,-0.05683005,0.9041611999999999,0.114806205,-0.120848045,0.8937276,0.12197962400000001,-0.027046489,0.8918071,0.019563735,-0.16995786,0.870977,0.03567871,-0.005912512540817261,0.259930431842804,-0.01620348170399666
49,0.008237879,-0.4547192,0.13462909,0.038637817000000005,-0.05672504,0.24673322,-0.11681927,0.24901030000000002,0.022880845,0.102532834,0.26622745,-0.06422002,0.16769779,-0.12604436,0.06953895,0.05488437,-0.46616796,-0.15661943,-0.27001372,0.5675089,0.32061696,-0.37476709999999996,0.48236704,0.12006179,-0.20728849,0.6575493,0.011303246999999999,0.06285407400000001,0.7189898,-0.0481509,0.30899499999999996,0.6308083999999999,-0.118138194,0.45470986,0.6961188,0.056033768,-0.07855281,0.73834455,0.0017460734,-0.1050884,0.9419412,0.046719443,-0.08403939,0.84108555,0.15901247,-0.059690035999999995,0.88748467,0.12824714,-0.12410979,0.87689614,0.12880883,-0.022161946000000002,0.883603,0.034932524,-0.16560644,0.8621716999999999,0.037124977,-0.007143218070268631,0.25761887431144714,-0.02066958695650101
50,-0.007836069000000001,-0.45923713,0.18206127,0.03664098,-0.048510544,0.2830317,-0.11838101,0.24631399,0.021766316,0.09981123,0.25890583,-0.079532415,0.24848446,-0.02365729,0.19488095,0.15101072,-0.41095,0.037572302,-0.31152886,0.5063906,0.35594442,-0.38254429999999995,0.47807086,0.11785933400000001,-0.20159283,0.6448575,-0.006344923000000001,0.06821211,0.6945691999999999,-0.094754554,0.31486768,0.6064885999999999,-0.17690009,0.43338916,0.65059865,0.030781314,-0.06780368,0.7205479,-0.032179356,-0.06523856,0.92467743,0.02380951,-0.032443114,0.81381637,0.121491835,-0.010017640999999999,0.8593223,0.08849271,-0.07351451,0.8558574000000001,0.10339964,0.004418999,0.85974014,-0.009967543,-0.13614829,0.853052,0.023521349,-0.009284887462854384,0.25260990858078003,-0.028883049264550213
51,-0.048119172,-0.46720254,0.19902837,0.030345333999999998,-0.05420977,0.28554252,-0.11786245,0.24545397,0.023145616,0.09947255,0.25365615,-0.08275692,0.2589514,-0.017835538999999997,0.19603556,0.17780410000000002,-0.42239560000000004,0.061246887,-0.33129436,0.5031051999999999,0.3661235,-0.38057297,0.46969268,0.121380106,-0.1960914,0.6367964,-3.4043565e-05,0.07374263,0.68863213,-0.08531643,0.32818854,0.610693,-0.15618718,0.45924067,0.66497105,0.04467606,-0.06174976,0.712394,-0.02409263,-0.054228387999999995,0.91407704,0.03471559,-0.013178222,0.8016913,0.12694776,0.006421610699999999,0.8472985999999999,0.09261033,-0.055259682000000004,0.84432125,0.11386219,0.010581024,0.84928036,-0.006300509,-0.1258125,0.84332436,0.040762282999999996,-0.009194947779178621,0.2495550513267517,-0.029805652797222137
52,-0.059865404000000004,-0.4687169,0.13844779999999998,0.0089198565,-0.06957728,0.27067979999999997,-0.12023084,0.24189523,0.017603308,0.101807155,0.26029557,-0.07420227,0.2492848,-0.03072827,0.1839749,0.20979041,-0.44686618,0.06610522,-0.35073236,0.47935092,0.35647896,-0.39349312,0.45595914,0.11064837,-0.20403770000000002,0.6326809,0.015562797,0.06874231,0.69360435,-0.051390585,0.32359934,0.6163055000000001,-0.12133648,0.45392781,0.6713485,0.07774957,-0.07057921,0.713007,0.0039077783,-0.07593325,0.91376704,0.066570394,-0.033661764,0.8027648000000001,0.1603311,-0.014825836,0.8498492,0.12742496,-0.07727179,0.8433828000000001,0.14539975,-0.0056561977,0.85255146,0.028791375,-0.14387742,0.8395405,0.06866204,-0.009211841970682144,0.2510954141616821,-0.028299480676651
53,-0.06997869999999999,-0.4388562,0.13549966,0.024777127000000003,-0.05386689,0.2730078,-0.11873447,0.24547575,0.021953702000000002,0.09867428,0.26581046,-0.07594110000000001,0.25140104,-0.05182752,0.13862668,0.21166614,-0.46612102,0.026900556000000003,-0.30440813,0.49590936,0.3251153,-0.38562304,0.44955105,0.09694399,-0.21050265,0.6404324,0.01328302,0.06113971,0.7089198,-0.050161455,0.31439516,0.63840556,-0.12488183,0.41351143,0.69952947,0.085088596,-0.078152254,0.7248836999999999,0.0041903127000000005,-0.08655984,0.92787856,0.06037527,-0.040386807000000004,0.8219324,0.15892798,-0.023287087999999997,0.8680704,0.12323351,-0.0852824,0.86104715,0.14257526,-0.015254743000000001,0.86598206,0.024151212999999998,-0.15333083,0.8520603000000001,0.06704224,-0.010030094534158708,0.2556430995464325,-0.026993699371814728
54,-0.09221312,-0.46227133,0.10637355,-0.009000938,-0.07763074,0.24138364,-0.118049055,0.24936688,0.021543361,0.09892631,0.26894270000000003,-0.069648415,0.25035164,-0.06341902,0.10538713,0.22735181,-0.46709433,-0.030516803,-0.31339616,0.5158312,0.3085553,-0.38293976,0.45990518,0.08290896,-0.1985537,0.6485835,0.018850176,0.07719752,0.70876324,-0.0385565,0.3280385,0.6333044,-0.11627581,0.4343874,0.7015712,0.08454065,-0.06261498,0.7308776,0.013680838,-0.06318234,0.9368534,0.06842219,-0.018957458,0.8301096,0.16702318,-0.0009923875,0.87531275,0.13062467,-0.06267492,0.87078524,0.15129445,0.0047485083,0.8719968000000001,0.03152523,-0.13291657,0.8639128,0.07694571,-0.009561371058225632,0.2591547966003418,-0.02405252680182457
55,-0.09678935,-0.50202805,-0.065078706,-0.034924984,-0.13893127,0.13346592,-0.117396265,0.25225672,0.023997417000000004,0.09987688,0.28058496,-0.059949964,0.24137053,-0.07303627,0.07567403,0.2429761,-0.46050050000000003,-0.100762986,-0.2863805,0.5268457,0.33960009999999996,-0.37240416,0.4620661,0.1219797,-0.19763899,0.6606225,0.05337408,0.08135461,0.72031033,-0.01187006,0.3270403,0.6289785,-0.09776482,0.44394818,0.6850876,0.10169855,-0.06016171,0.74585414,0.045781195,-0.06558143,0.95459247,0.10721411,-0.020708807,0.84573424,0.20457703,-0.003108181,0.8928734,0.16950016,-0.06543055,0.8858024999999999,0.1881391,0.006262265,0.89239156,0.06954354,-0.13365309,0.87891626,0.110678494,-0.008759692311286926,0.266420841217041,-0.017976272851228714
56,-0.084493905,-0.49087512,-0.08727962,-0.018894988999999997,-0.13979173,0.12184614,-0.11602372,0.25114915,0.02700644,0.098731615,0.27952358,-0.060817286,0.22912651,-0.06855919,0.09192712,0.22036645,-0.44488192,-0.09523181,-0.19718975,0.5942295,0.38076,-0.33017302,0.49100396,0.20904917,-0.18521419,0.66829926,0.07177254,0.08565724,0.7170036,-0.020876367,0.31921318,0.6130554,-0.11767269999999999,0.44911957,0.7009715999999999,0.056137,-0.050167437999999995,0.74803066,0.045722432,-0.053665303,0.9587771999999999,0.08892921,-0.0019518062,0.86049926,0.19396798,0.013117738,0.90418434,0.15368612,-0.048025955,0.8982735000000001,0.17626798,0.016830556,0.8940326,0.053880415999999993,-0.120081455,0.8832462999999999,0.10378918,-0.008646052330732346,0.2653363645076752,-0.016905423253774643
57,-0.14195259,-0.4921625,-0.17345339,-0.062805116,-0.15414765,0.05337723,-0.11107679,0.2535408,0.0360001,0.09853091,0.28421816,-0.055627222999999996,0.21514617,-0.09803446,-0.010408118000000001,0.23691723,-0.45850414,-0.22865781,-0.029273799,0.6316354999999999,0.46240370000000003,-0.22479123,0.55595404,0.33509985,-0.17243662,0.687017,0.11212371,0.07305083400000001,0.72162503,-0.034235418,0.27828872,0.57899135,-0.14293718,0.43908057,0.6556984,0.008717156,-0.050482564,0.7615384,0.053758400000000005,-0.051093847000000005,0.97657764,0.09570332,-0.006010119,0.87451446,0.20103191,0.011567033999999999,0.91927433,0.16252992,-0.050937064000000004,0.91344064,0.18132688,0.020891476000000003,0.91140544,0.061822437,-0.11888746,0.9010722,0.104204096,-0.006272938102483749,0.2688794732093811,-0.009813562035560608
58,-0.13297746,-0.4874918,-0.15230186,-0.044884045,-0.1524039,0.07806677,-0.11239593,0.25619426,0.034375355,0.09828422,0.28285340000000003,-0.061382417,0.22351277,-0.08422133,0.04941749,0.21558928,-0.44831306,-0.16344777,-0.016702855,0.6373449999999999,0.46267208,-0.22304195,0.5768863000000001,0.33990476,-0.15893799,0.692364,0.110361695,0.09446501,0.7172868,-0.029494442000000003,0.31711036,0.58086556,-0.10854960000000001,0.47255552,0.6541239999999999,0.05514833,-0.032012776,0.76000047,0.055017475,-0.023511677999999998,0.9711370999999999,0.11297367,0.016605787,0.8586703000000001,0.20805432,0.036297146,0.9054474,0.17353322,-0.026384118999999998,0.9009693000000001,0.19197324,0.04564197,0.90607333,0.07247332,-0.09496435,0.8983046999999998,0.11478114,-0.007055852562189101,0.26952382922172546,-0.013503530994057657
59,-0.17013429,-0.44885138,-0.24001542,-0.09839061,-0.15086775,0.041544735,-0.11714652,0.26525918,0.021058692,0.10513452,0.28486818,-0.044809237,0.19995445,-0.100408845,0.04178376,0.20786539,-0.43592206,-0.21478961,0.04952022,0.68992686,0.4264814,-0.18124452,0.63411266,0.35136217,-0.15132312,0.7171208,0.10373752,0.10772445,0.71969813,-0.031524077000000005,0.3173368,0.5512946999999999,-0.07759224,0.43076885,0.6378465999999999,0.11082910000000001,-0.020934206,0.77597356,0.047268476,0.005198106599999999,0.98960435,0.10715996,0.033005685,0.87091005,0.19994432,0.057578065,0.9162203999999999,0.16570735,-0.0053512156000000005,0.91824603,0.18459058,0.06671075,0.91810435,0.06423013,-0.07493332,0.9242699000000001,0.106911466,-0.006006002426147461,0.275063693523407,-0.01187527272850275
60,-0.16170035,-0.43745095,-0.13756812,-0.07230276,-0.13652624,0.131419,-0.11926064,0.26211065,0.016867721000000002,0.10539109,0.27883932,-0.05408047,0.20611055,-0.06411898,0.13282146,0.21029611,-0.4117972,-0.10237926,0.067103945,0.6943536,0.42298606,-0.16096967,0.61842656,0.3589643,-0.13726342,0.70130986,0.111275434,0.11511315400000001,0.70389193,-0.033123195,0.31946695,0.5384314,-0.100583084,0.43767280000000003,0.63942164,0.07665369,-0.00865145,0.75815225,0.052283435999999996,0.023780412999999997,0.96669626,0.11588272,0.048482075,0.8463461999999999,0.20565045,0.07438721,0.8911344000000001,0.17256896,0.011695676,0.89466316,0.19176644,0.0827802,0.8949282,0.0717763,-0.05756472,0.9040643,0.11551162599999999,-0.006934773176908493,0.2704749703407288,-0.01860637590289116
61,-0.18693297,-0.4369315,-0.12929365,-0.08161949,-0.13189371,0.13002257,-0.11851386,0.26885846,0.01901643,0.10559980000000001,0.27931264,-0.056403812000000005,0.20455316,-0.06571487,0.1275071,0.18703517,-0.40511240000000004,-0.11763184,0.06817324,0.7131124,0.40299246,-0.16395034,0.6413938,0.35086554,-0.12524867,0.71705043,0.10317165,0.13073010000000002,0.7106256,-0.037817052999999996,0.3417307,0.5511726,-0.10005744,0.43156946,0.666563,0.08489735400000001,0.00796718,0.76790714,0.046140336,0.05646156,0.9737991,0.11378958,0.077861235,0.8488935,0.19868003,0.104763374,0.89293265,0.16508755,0.04360432,0.9001045,0.1882189,0.107643805,0.8995141,0.06389446,-0.029857248,0.91659164,0.11623536,-0.006457030773162842,0.27408555150032043,-0.01869369111955166
62,-0.19513749,-0.44613743,-0.15645511,-0.08958158,-0.13611132,0.09805821,-0.11706719,0.2745219,0.022280816000000002,0.10520897,0.28025538,-0.055083614,0.19999355,-0.08242528,0.090539895,0.18340420000000002,-0.42183590000000004,-0.157356,0.037324063,0.6937398,0.41911640000000006,-0.18885948,0.6306968000000001,0.34040305,-0.11261608,0.7264156999999999,0.10837817,0.14841431,0.71324694,-0.026066338999999997,0.34765995,0.54493004,-0.10477192,0.46796212,0.6539866999999999,0.065999374,0.027264055,0.7740402,0.05819568,0.08318828,0.976979,0.13269055,0.10521081,0.8485520000000001,0.21309027,0.13162984,0.8932863999999999,0.17960908,0.07150142,0.9008558000000001,0.20531094,0.13130718,0.9031277,0.07833132,-0.0047370717,0.9210093,0.13639551,-0.0059291087090969094,0.2773886322975159,-0.016401398926973343
63,-0.18707691,-0.44620126,-0.17028266,-0.082139924,-0.14434227,0.09712338400000001,-0.11572431,0.2704667,0.025479201,0.10397229999999999,0.27666113,-0.059948966,0.20103684,-0.073245615,0.11733373,0.18261136,-0.43241292,-0.10340877,0.096889436,0.68215466,0.41564809999999996,-0.1377804,0.6306449000000001,0.34891516,-0.10243154,0.7238399999999999,0.10610402,0.14261974,0.70614666,-0.050448477,0.33853215,0.5335098,-0.1259606,0.47240797,0.64414644,0.03550783,0.030681227999999998,0.76810163,0.041905097999999995,0.10204649,0.9667019,0.10919443,0.12981093,0.83621895,0.18370268,0.15313834,0.88028944,0.14746428,0.09776977,0.8898228000000001,0.1817478,0.13810886,0.8923708,0.04814501,0.013417803,0.9143601999999998,0.12508598,-0.005876004695892334,0.2735639214515686,-0.01723488233983517
